,OrderID,OrderDate,Region,Category,Product,Price,Quantity,Sales,Month,WeekDay,Sales_Tax,Final_Price
10849,10850,2023-09-29,East,Clothing,Dress,1488.56,1,1488.56,9,4,148.86,1637.42
10850,10851,2023-08-13,South,Furniture,Bed,145.55,1,145.55,8,6,14.56,160.11
10851,10852,2023-11-27,West,Electronics,Camera,1733.1,2,3466.2,11,0,346.62,3812.82
10852,10853,2023-04-08,South,Furniture,Bed,1913.89,4,7655.56,4,5,765.56,8421.12
10853,10854,2023-03-20,North,Electronics,Smartphone,160.57,2,321.14,3,0,32.11,353.25
10854,10855,2023-05-16,West,Furniture,Desk,812.15,4,3248.6,5,1,324.86,3573.46
10855,10856,2023-06-10,East,Electronics,Smartphone,1714.14,4,6856.56,6,5,685.66,7542.22
10856,10857,2023-06-24,South,Food,Eggs,1916.72,5,9583.6,6,5,958.36,10541.96
10857,10858,2023-11-12,North,Clothing,Shoes,938.4,5,4692.0,11,6,469.2,5161.2
10858,10859,2023-02-12,East,Electronics,Smartphone,1012.65,2,2025.3,2,6,202.53,2227.83
10859,10860,2023-05-13,East,Electronics,TV,302.89,4,1211.56,5,5,121.16,1332.72
10860,10861,2023-12-12,West,Clothing,Dress,379.96,3,1139.88,12,1,113.99,1253.87
10861,10862,2023-12-25,East,Food,Milk,1593.57,4,6374.28,12,0,637.43,7011.71
10862,10863,2023-01-22,East,Clothing,Pants,916.12,3,2748.36,1,6,274.84,3023.2
10863,10864,2023-07-10,East,Electronics,TV,1522.61,1,1522.61,7,0,152.26,1674.87
10864,10865,2023-09-15,East,Electronics,Smartphone,1022.12,3,3066.36,9,4,306.64,3373.0
10865,10866,2023-12-21,South,Clothing,Jacket,1882.78,5,9413.9,12,3,941.39,10355.29
10866,10867,2023-04-12,South,Furniture,Bed,345.03,3,1035.09,4,2,103.51,1138.6
10867,10868,2023-01-03,South,Clothing,Shoes,146.52,1,146.52,1,1,14.65,161.17
10868,10869,2023-01-01,South,Electronics,Headphones,746.84,2,1493.68,1,6,149.37,1643.05
10869,10870,2023-08-21,North,Electronics,Smartphone,1606.49,5,8032.45,8,0,803.24,8835.69
10870,10871,2023-05-19,South,Electronics,Smartphone,850.43,2,1700.86,5,4,170.09,1870.95
10871,10872,2023-09-11,East,Food,Bread,1444.42,1,1444.42,9,0,144.44,1588.86
10872,10873,2023-08-15,South,Clothing,Shirt,1336.88,2,2673.76,8,1,267.38,2941.14
10873,10874,2023-04-25,South,Food,Eggs,1812.66,1,1812.66,4,1,181.27,1993.93
10874,10875,2023-12-15,West,Clothing,Pants,1183.94,4,4735.76,12,4,473.58,5209.34
10875,10876,2023-01-17,East,Food,Eggs,1027.39,4,4109.56,1,1,410.96,4520.52
10876,10877,2023-08-23,South,Furniture,Desk,219.64,1,219.64,8,2,21.96,241.6
10877,10878,2023-06-23,South,Electronics,Smartphone,116.1,4,464.4,6,4,46.44,510.84
10878,10879,2023-11-29,South,Electronics,Camera,23.09,1,23.09,11,2,2.31,25.4
10879,10880,2023-02-21,North,Clothing,Pants,1680.33,2,3360.66,2,1,336.07,3696.73
10880,10881,2023-04-19,South,Electronics,Headphones,734.11,4,2936.44,4,2,293.64,3230.08
10881,10882,2023-05-17,West,Food,Eggs,226.65,1,226.65,5,2,22.67,249.32
10882,10883,2023-09-02,East,Furniture,Chair,1197.66,1,1197.66,9,5,119.77,1317.43
10883,10884,2023-07-19,East,Food,Chicken,798.56,3,2395.68,7,2,239.57,2635.25
10884,10885,2023-11-27,South,Food,Bread,419.21,5,2096.05,11,0,209.6,2305.65
10885,10886,2023-10-09,South,Clothing,Pants,1317.93,1,1317.93,10,0,131.79,1449.72
10886,10887,2023-12-06,South,Electronics,Camera,833.42,3,2500.26,12,2,250.03,2750.29
10887,10888,2023-11-05,East,Food,Rice,785.49,4,3141.96,11,6,314.2,3456.16
10888,10889,2023-03-07,East,Clothing,Shoes,1710.38,5,8551.900000000001,3,1,855.19,9407.09
10889,10890,2023-07-12,North,Food,Bread,1798.38,5,8991.900000000001,7,2,899.19,9891.09
10890,10891,2023-12-15,West,Food,Eggs,1418.28,3,4254.84,12,4,425.48,4680.32
10891,10892,2023-01-23,North,Food,Eggs,1861.11,3,5583.33,1,0,558.33,6141.66
10892,10893,2023-08-28,West,Clothing,Jacket,1670.64,2,3341.28,8,0,334.13,3675.41
10893,10894,2023-09-19,North,Furniture,Chair,241.5,5,1207.5,9,1,120.75,1328.25
10894,10895,2023-06-20,East,Food,Rice,1373.48,3,4120.4400000000005,6,1,412.04,4532.48
10895,10896,2023-08-14,North,Food,Rice,117.33,5,586.65,8,0,58.66,645.31
10896,10897,2023-12-27,West,Clothing,Shoes,323.55,4,1294.2,12,2,129.42,1423.62
10897,10898,2023-07-30,South,Electronics,Laptop,1996.26,1,1996.26,7,6,199.63,2195.89
10898,10899,2023-08-12,West,Furniture,Table,1676.86,5,8384.3,8,5,838.43,9222.73
10899,10900,2023-07-30,South,Clothing,Pants,509.88,5,2549.4,7,6,254.94,2804.34
10900,10901,2023-02-28,East,Electronics,TV,603.59,2,1207.18,2,1,120.72,1327.9
10901,10902,2023-12-31,West,Clothing,Dress,1921.31,1,1921.31,12,6,192.13,2113.44
10902,10903,2023-05-05,North,Clothing,Dress,648.3,5,3241.5,5,4,324.15,3565.65
10903,10904,2023-12-16,West,Furniture,Chair,1077.56,1,1077.56,12,5,107.76,1185.32
10904,10905,2023-04-07,South,Furniture,Chair,1913.16,3,5739.4800000000005,4,4,573.95,6313.43
10905,10906,2023-07-08,East,Furniture,Bed,670.32,4,2681.28,7,5,268.13,2949.41
10906,10907,2023-06-19,North,Furniture,Chair,198.3,2,396.6,6,0,39.66,436.26
10907,10908,2023-04-21,West,Electronics,Headphones,1595.62,1,1595.62,4,4,159.56,1755.18
10908,10909,2023-12-25,South,Food,Eggs,310.82,2,621.64,12,0,62.16,683.8
10909,10910,2023-07-12,North,Clothing,Jacket,1394.97,4,5579.88,7,2,557.99,6137.87
10910,10911,2023-09-13,East,Furniture,Desk,107.99,3,323.97,9,2,32.4,356.37
10911,10912,2023-10-07,North,Food,Rice,431.94,4,1727.76,10,5,172.78,1900.54
10912,10913,2023-09-08,East,Electronics,Camera,345.7,5,1728.5,9,4,172.85,1901.35
10913,10914,2023-04-24,North,Furniture,Table,814.2,1,814.2,4,0,81.42,895.62
10914,10915,2023-10-18,West,Clothing,Shoes,476.2,5,2381.0,10,2,238.1,2619.1
10915,10916,2023-01-25,South,Food,Eggs,1964.16,5,9820.8,1,2,982.08,10802.88
10916,10917,2023-05-06,West,Furniture,Bed,571.22,1,571.22,5,5,57.12,628.34
10917,10918,2023-09-28,West,Clothing,Pants,631.52,5,3157.6,9,3,315.76,3473.36
10918,10919,2023-01-27,East,Food,Milk,316.47,2,632.94,1,4,63.29,696.23
10919,10920,2023-09-29,East,Clothing,Jacket,1659.54,5,8297.7,9,4,829.77,9127.47
10920,10921,2023-12-28,East,Electronics,TV,1949.08,5,9745.4,12,3,974.54,10719.94
10921,10922,2023-11-14,West,Furniture,Desk,844.62,3,2533.86,11,1,253.39,2787.25
10922,10923,2023-01-22,North,Furniture,Table,1785.49,5,8927.45,1,6,892.75,9820.2
10923,10924,2023-08-03,North,Clothing,Dress,1741.51,2,3483.02,8,3,348.3,3831.32
10924,10925,2023-07-12,West,Food,Eggs,1370.23,4,5480.92,7,2,548.09,6029.01
10925,10926,2023-11-11,West,Furniture,Table,1615.72,3,4847.16,11,5,484.72,5331.88
10926,10927,2023-09-24,South,Clothing,Pants,1468.02,5,7340.1,9,6,734.01,8074.11
10927,10928,2023-05-10,East,Electronics,Laptop,1359.59,2,2719.18,5,2,271.92,2991.1
10928,10929,2023-12-15,East,Furniture,Table,481.7,2,963.4,12,4,96.34,1059.74
10929,10930,2023-07-05,West,Clothing,Dress,1132.23,3,3396.69,7,2,339.67,3736.36
10930,10931,2023-11-22,West,Food,Bread,159.43,5,797.1500000000001,11,2,79.72,876.87
10931,10932,2023-09-25,North,Furniture,Table,1214.77,1,1214.77,9,0,121.48,1336.25
10932,10933,2023-07-02,West,Furniture,Chair,1318.22,5,6591.1,7,6,659.11,7250.21
10933,10934,2023-04-24,North,Electronics,Smartphone,1603.48,5,8017.4,4,0,801.74,8819.14
10934,10935,2023-05-11,West,Clothing,Shoes,1016.44,2,2032.88,5,3,203.29,2236.17
10935,10936,2023-12-31,South,Food,Rice,328.1,4,1312.4,12,6,131.24,1443.64
10936,10937,2023-03-18,South,Electronics,Camera,831.18,5,4155.9,3,5,415.59,4571.49
10937,10938,2023-07-13,North,Electronics,Laptop,1924.8,2,3849.6,7,3,384.96,4234.56
10938,10939,2023-04-02,East,Electronics,Headphones,1736.45,2,3472.9,4,6,347.29,3820.19
10939,10940,2023-03-07,South,Clothing,Shirt,1972.39,5,9861.95,3,1,986.2,10848.15
10940,10941,2023-09-14,North,Clothing,Shirt,842.88,4,3371.52,9,3,337.15,3708.67
10941,10942,2023-12-02,West,Furniture,Sofa,1607.75,2,3215.5,12,5,321.55,3537.05
10942,10943,2023-11-17,West,Clothing,Shirt,315.56,2,631.12,11,4,63.11,694.23
10943,10944,2023-04-30,North,Electronics,Smartphone,1994.27,4,7977.08,4,6,797.71,8774.79
10944,10945,2023-10-14,East,Clothing,Jacket,1841.23,2,3682.46,10,5,368.25,4050.71
10945,10946,2023-04-18,North,Food,Eggs,1886.15,3,5658.450000000001,4,1,565.85,6224.3
10946,10947,2023-05-04,North,Furniture,Chair,90.2,2,180.4,5,3,18.04,198.44
10947,10948,2023-08-12,South,Electronics,TV,843.13,1,843.13,8,5,84.31,927.44
10948,10949,2023-05-08,North,Furniture,Desk,1296.42,3,3889.26,5,0,388.93,4278.19
10949,10950,2023-09-07,North,Clothing,Jacket,1816.16,3,5448.4800000000005,9,3,544.85,5993.33
10950,10951,2023-01-18,West,Furniture,Sofa,788.72,1,788.72,1,2,78.87,867.59
10951,10952,2023-06-23,South,Furniture,Table,1414.9,3,4244.700000000001,6,4,424.47,4669.17
10952,10953,2023-01-26,West,Clothing,Dress,870.5,1,870.5,1,3,87.05,957.55
10953,10954,2023-01-24,West,Furniture,Sofa,1640.11,4,6560.44,1,1,656.04,7216.48
10954,10955,2023-06-18,East,Clothing,Pants,42.87,4,171.48,6,6,17.15,188.63
10955,10956,2023-10-13,East,Electronics,Camera,862.72,4,3450.88,10,4,345.09,3795.97
10956,10957,2023-09-21,South,Furniture,Sofa,1675.5,1,1675.5,9,3,167.55,1843.05
10957,10958,2023-03-09,South,Food,Bread,866.24,4,3464.96,3,3,346.5,3811.46
10958,10959,2023-06-23,East,Food,Eggs,205.76,5,1028.8,6,4,102.88,1131.68
10959,10960,2023-07-07,East,Electronics,Camera,1114.61,5,5573.049999999999,7,4,557.3,6130.35
10960,10961,2023-06-23,East,Clothing,Jacket,778.34,4,3113.36,6,4,311.34,3424.7
10961,10962,2023-08-05,East,Clothing,Dress,622.55,2,1245.1,8,5,124.51,1369.61
10962,10963,2023-03-15,East,Furniture,Chair,1723.45,2,3446.9,3,2,344.69,3791.59
10963,10964,2023-01-01,West,Furniture,Sofa,884.83,5,4424.150000000001,1,6,442.42,4866.57
10964,10965,2023-03-03,South,Food,Rice,399.32,4,1597.28,3,4,159.73,1757.01
10965,10966,2023-01-03,West,Food,Milk,210.32,5,1051.6,1,1,105.16,1156.76
10966,10967,2023-12-24,West,Clothing,Jacket,1859.59,4,7438.36,12,6,743.84,8182.2
10967,10968,2023-04-13,North,Food,Bread,1418.68,4,5674.72,4,3,567.47,6242.19
10968,10969,2023-12-12,West,Clothing,Pants,240.58,4,962.32,12,1,96.23,1058.55
10969,10970,2023-05-01,East,Electronics,TV,147.39,2,294.78,5,0,29.48,324.26
10970,10971,2023-03-20,East,Electronics,Camera,1085.23,3,3255.69,3,0,325.57,3581.26
10971,10972,2023-11-15,North,Food,Chicken,700.7,3,2102.1000000000004,11,2,210.21,2312.31
10972,10973,2023-11-29,North,Furniture,Table,1227.44,4,4909.76,11,2,490.98,5400.74
10973,10974,2023-09-23,North,Food,Rice,1277.04,3,3831.12,9,5,383.11,4214.23
10974,10975,2023-03-10,North,Food,Milk,671.68,1,671.68,3,4,67.17,738.85
10975,10976,2023-02-28,North,Food,Eggs,927.96,5,4639.8,2,1,463.98,5103.78
10976,10977,2023-08-25,West,Furniture,Chair,1766.62,3,5299.86,8,4,529.99,5829.85
10977,10978,2023-08-12,North,Food,Bread,1594.79,5,7973.95,8,5,797.4,8771.35
10978,10979,2023-06-26,West,Furniture,Table,1363.05,2,2726.1,6,0,272.61,2998.71
10979,10980,2023-12-22,South,Food,Chicken,1717.09,4,6868.36,12,4,686.84,7555.2
10980,10981,2023-09-02,North,Furniture,Sofa,1475.14,2,2950.28,9,5,295.03,3245.31
10981,10982,2023-06-01,North,Furniture,Desk,1436.25,1,1436.25,6,3,143.62,1579.87
10982,10983,2023-02-27,West,Furniture,Sofa,896.15,2,1792.3,2,0,179.23,1971.53
10983,10984,2023-02-10,South,Furniture,Bed,812.0,1,812.0,2,4,81.2,893.2
10984,10985,2023-05-22,West,Furniture,Desk,498.42,1,498.42,5,0,49.84,548.26
10985,10986,2023-02-12,West,Electronics,Headphones,1852.2,1,1852.2,2,6,185.22,2037.42
10986,10987,2023-04-13,North,Clothing,Jacket,1201.86,4,4807.44,4,3,480.74,5288.18
10987,10988,2023-03-27,East,Clothing,Jacket,1447.65,2,2895.3,3,0,289.53,3184.83
10988,10989,2023-04-09,East,Furniture,Table,112.58,3,337.74,4,6,33.77,371.51
10989,10990,2023-01-17,West,Clothing,Shoes,1723.44,1,1723.44,1,1,172.34,1895.78
10990,10991,2023-12-04,North,Furniture,Chair,408.26,4,1633.04,12,0,163.3,1796.34
10991,10992,2023-08-23,South,Food,Chicken,1335.99,1,1335.99,8,2,133.6,1469.59
10992,10993,2023-06-30,East,Electronics,Headphones,340.34,5,1701.6999999999998,6,4,170.17,1871.87
10993,10994,2023-02-15,South,Food,Rice,179.02,3,537.0600000000001,2,2,53.71,590.77
10994,10995,2023-04-19,East,Food,Rice,491.84,2,983.68,4,2,98.37,1082.05
10995,10996,2023-07-25,North,Furniture,Table,707.34,4,2829.36,7,1,282.94,3112.3
10996,10997,2023-06-02,West,Food,Bread,160.23,1,160.23,6,4,16.02,176.25
10997,10998,2023-07-02,South,Electronics,TV,557.66,3,1672.98,7,6,167.3,1840.28
10998,10999,2023-05-05,South,Food,Bread,1179.25,2,2358.5,5,4,235.85,2594.35
10999,11000,2023-05-30,West,Electronics,Laptop,948.52,1,948.52,5,1,94.85,1043.37
11000,11001,2023-08-06,South,Electronics,Laptop,1453.93,3,4361.79,8,6,436.18,4797.97
11001,11002,2023-06-19,East,Furniture,Table,1180.57,4,4722.28,6,0,472.23,5194.51
11002,11003,2023-01-12,West,Electronics,Smartphone,1628.04,5,8140.2,1,3,814.02,8954.22
11003,11004,2023-02-12,East,Food,Bread,1282.27,3,3846.81,2,6,384.68,4231.49
11004,11005,2023-02-07,East,Furniture,Sofa,237.4,3,712.2,2,1,71.22,783.42
11005,11006,2023-01-05,North,Electronics,TV,1409.65,2,2819.3,1,3,281.93,3101.23
11006,11007,2023-11-06,East,Electronics,TV,654.98,3,1964.94,11,0,196.49,2161.43
11007,11008,2023-09-30,North,Clothing,Pants,56.04,1,56.04,9,5,5.6,61.64
11008,11009,2023-12-31,South,Furniture,Desk,19.77,4,79.08,12,6,7.91,86.99
11009,11010,2023-10-15,South,Clothing,Jacket,450.73,5,2253.65,10,6,225.36,2479.01
11010,11011,2023-11-14,North,Electronics,Camera,384.7,4,1538.8,11,1,153.88,1692.68
11011,11012,2023-02-03,East,Clothing,Shirt,789.14,5,3945.7,2,4,394.57,4340.27
11012,11013,2023-07-06,West,Food,Eggs,1849.33,1,1849.33,7,3,184.93,2034.26
11013,11014,2023-08-22,West,Food,Bread,1150.97,1,1150.97,8,1,115.1,1266.07
11014,11015,2023-03-10,North,Electronics,Laptop,25.36,1,25.36,3,4,2.54,27.9
11015,11016,2023-03-31,South,Clothing,Shoes,1757.07,2,3514.14,3,4,351.41,3865.55
11016,11017,2023-04-19,South,Clothing,Shirt,102.12,1,102.12,4,2,10.21,112.33
11017,11018,2023-07-31,West,Furniture,Chair,1907.16,2,3814.32,7,0,381.43,4195.75
11018,11019,2023-09-03,North,Food,Milk,1829.53,3,5488.59,9,6,548.86,6037.45
11019,11020,2023-11-24,West,Food,Bread,881.82,5,4409.1,11,4,440.91,4850.01
11020,11021,2023-11-22,East,Furniture,Sofa,1122.92,1,1122.92,11,2,112.29,1235.21
11021,11022,2023-07-28,East,Food,Milk,795.17,5,3975.85,7,4,397.58,4373.43
11022,11023,2023-12-29,North,Clothing,Shoes,184.74,3,554.22,12,4,55.42,609.64
11023,11024,2023-08-05,North,Clothing,Shoes,33.86,2,67.72,8,5,6.77,74.49
11024,11025,2023-07-07,East,Food,Bread,948.48,2,1896.96,7,4,189.7,2086.66
11025,11026,2023-08-05,South,Furniture,Desk,1852.54,1,1852.54,8,5,185.25,2037.79
11026,11027,2023-02-20,North,Electronics,Headphones,114.14,4,456.56,2,0,45.66,502.22
11027,11028,2023-08-15,East,Electronics,Headphones,1464.72,2,2929.44,8,1,292.94,3222.38
11028,11029,2023-07-21,East,Electronics,Headphones,285.88,3,857.64,7,4,85.76,943.4
11029,11030,2023-04-14,South,Electronics,TV,1459.71,1,1459.71,4,4,145.97,1605.68
11030,11031,2023-01-30,South,Clothing,Dress,909.55,2,1819.1,1,0,181.91,2001.01
11031,11032,2023-07-29,South,Electronics,Laptop,886.55,2,1773.1,7,5,177.31,1950.41
11032,11033,2023-09-06,South,Clothing,Shirt,1612.1,5,8060.5,9,2,806.05,8866.55
11033,11034,2023-03-08,West,Clothing,Pants,356.12,2,712.24,3,2,71.22,783.46
11034,11035,2023-01-18,South,Electronics,TV,914.0,2,1828.0,1,2,182.8,2010.8
11035,11036,2023-10-04,West,Electronics,Camera,162.62,4,650.48,10,2,65.05,715.53
11036,11037,2023-12-11,North,Electronics,Smartphone,1376.67,5,6883.35,12,0,688.34,7571.69
11037,11038,2023-02-13,East,Food,Rice,409.01,4,1636.04,2,0,163.6,1799.64
11038,11039,2023-02-26,West,Food,Chicken,1202.31,5,6011.549999999999,2,6,601.16,6612.71
11039,11040,2023-07-03,North,Furniture,Desk,861.36,1,861.36,7,0,86.14,947.5
11040,11041,2023-12-26,North,Clothing,Pants,1795.32,5,8976.6,12,1,897.66,9874.26
11041,11042,2023-02-16,West,Electronics,TV,1022.1,2,2044.2,2,3,204.42,2248.62
11042,11043,2023-08-11,North,Food,Eggs,1620.45,2,3240.9,8,4,324.09,3564.99
11043,11044,2023-01-19,North,Furniture,Bed,1811.5,3,5434.5,1,3,543.45,5977.95
11044,11045,2023-06-18,West,Clothing,Shirt,122.4,2,244.8,6,6,24.48,269.28
11045,11046,2023-09-04,North,Clothing,Pants,485.77,4,1943.08,9,0,194.31,2137.39
11046,11047,2023-04-06,South,Clothing,Shirt,256.07,3,768.21,4,3,76.82,845.03
11047,11048,2023-03-07,South,Food,Chicken,245.58,1,245.58,3,1,24.56,270.14
11048,11049,2023-12-04,East,Electronics,Camera,55.58,3,166.74,12,0,16.67,183.41
11049,11050,2023-12-21,North,Electronics,Camera,1117.18,3,3351.54,12,3,335.15,3686.69
11050,11051,2023-05-08,East,Clothing,Shoes,583.71,2,1167.42,5,0,116.74,1284.16
11051,11052,2023-07-15,South,Clothing,Jacket,841.25,1,841.25,7,5,84.12,925.37
11052,11053,2023-06-24,South,Furniture,Table,1253.33,3,3759.99,6,5,376.0,4135.99
11053,11054,2023-07-12,South,Furniture,Bed,1141.33,4,4565.32,7,2,456.53,5021.85
11054,11055,2023-05-22,North,Clothing,Shoes,892.42,5,4462.099999999999,5,0,446.21,4908.31
11055,11056,2023-11-29,North,Furniture,Table,1185.17,3,3555.51,11,2,355.55,3911.06
11056,11057,2023-02-02,South,Food,Eggs,337.44,3,1012.32,2,3,101.23,1113.55
11057,11058,2023-04-09,East,Clothing,Jacket,1015.52,1,1015.52,4,6,101.55,1117.07
11058,11059,2023-09-12,East,Furniture,Table,1924.69,3,5774.07,9,1,577.41,6351.48
11059,11060,2023-02-06,West,Clothing,Shirt,1890.94,5,9454.7,2,0,945.47,10400.17
11060,11061,2023-05-20,South,Electronics,Camera,1594.6,5,7973.0,5,5,797.3,8770.3
11061,11062,2023-11-25,East,Food,Milk,1223.84,3,3671.52,11,5,367.15,4038.67
11062,11063,2023-07-12,South,Clothing,Jacket,763.15,3,2289.45,7,2,228.94,2518.39
11063,11064,2023-02-06,East,Electronics,Laptop,274.25,1,274.25,2,0,27.42,301.67
11064,11065,2023-12-04,West,Clothing,Shoes,1734.64,4,6938.56,12,0,693.86,7632.42
11065,11066,2023-10-30,West,Electronics,Headphones,1607.07,1,1607.07,10,0,160.71,1767.78
11066,11067,2023-01-23,South,Furniture,Bed,857.31,2,1714.62,1,0,171.46,1886.08
11067,11068,2023-09-30,East,Electronics,Camera,1173.02,1,1173.02,9,5,117.3,1290.32
11068,11069,2023-06-19,North,Food,Eggs,1094.85,4,4379.4,6,0,437.94,4817.34
11069,11070,2023-03-03,West,Food,Bread,221.84,5,1109.2,3,4,110.92,1220.12
11070,11071,2023-12-25,South,Furniture,Sofa,1477.58,3,4432.74,12,0,443.27,4876.01
11071,11072,2023-12-24,South,Clothing,Dress,680.72,5,3403.6000000000004,12,6,340.36,3743.96
11072,11073,2023-07-01,East,Food,Rice,863.41,2,1726.82,7,5,172.68,1899.5
11073,11074,2023-06-21,South,Furniture,Table,1148.29,4,4593.16,6,2,459.32,5052.48
11074,11075,2023-11-01,West,Food,Eggs,1941.55,3,5824.65,11,2,582.46,6407.11
11075,11076,2023-01-31,South,Furniture,Bed,1224.02,3,3672.06,1,1,367.21,4039.27
11076,11077,2023-01-10,South,Food,Milk,591.18,4,2364.72,1,1,236.47,2601.19
11077,11078,2023-12-25,North,Furniture,Sofa,51.33,5,256.65,12,0,25.66,282.31
11078,11079,2023-11-01,North,Food,Milk,619.84,2,1239.68,11,2,123.97,1363.65
11079,11080,2023-05-02,West,Clothing,Pants,1149.88,4,4599.52,5,1,459.95,5059.47
11080,11081,2023-09-07,East,Electronics,Laptop,1060.07,3,3180.21,9,3,318.02,3498.23
11081,11082,2023-05-20,North,Food,Milk,1599.37,2,3198.74,5,5,319.87,3518.61
11082,11083,2023-09-09,East,Furniture,Desk,18.18,1,18.18,9,5,1.82,20.0
11083,11084,2023-10-20,West,Clothing,Shoes,1856.12,2,3712.24,10,4,371.22,4083.46
11084,11085,2023-02-02,North,Food,Bread,1657.91,1,1657.91,2,3,165.79,1823.7
11085,11086,2023-10-27,East,Furniture,Table,453.33,2,906.66,10,4,90.67,997.33
11086,11087,2023-06-22,North,Electronics,Laptop,211.41,2,422.82,6,3,42.28,465.1
11087,11088,2023-02-16,West,Furniture,Bed,1447.28,5,7236.4,2,3,723.64,7960.04
11088,11089,2023-11-24,West,Food,Chicken,1091.66,1,1091.66,11,4,109.17,1200.83
11089,11090,2023-03-17,North,Furniture,Chair,1544.05,5,7720.25,3,4,772.03,8492.28
11090,11091,2023-06-30,East,Furniture,Sofa,389.73,4,1558.92,6,4,155.89,1714.81
11091,11092,2023-06-04,South,Electronics,Headphones,1185.9,1,1185.9,6,6,118.59,1304.49
11092,11093,2023-04-17,South,Food,Rice,1816.82,1,1816.82,4,0,181.68,1998.5
11093,11094,2023-04-01,North,Food,Rice,1961.16,4,7844.64,4,5,784.46,8629.1
11094,11095,2023-11-27,East,Electronics,Smartphone,1502.59,4,6010.36,11,0,601.04,6611.4
11095,11096,2023-06-27,South,Clothing,Jacket,1982.12,3,5946.36,6,1,594.64,6541.0
11096,11097,2023-07-21,West,Furniture,Sofa,1920.7,4,7682.8,7,4,768.28,8451.08
11097,11098,2023-05-28,East,Furniture,Table,1930.85,5,9654.25,5,6,965.42,10619.67
11098,11099,2023-04-07,South,Furniture,Bed,828.9,3,2486.7,4,4,248.67,2735.37
11099,11100,2023-07-03,East,Food,Bread,254.79,2,509.58,7,0,50.96,560.54
11100,11101,2023-01-18,North,Food,Eggs,275.56,2,551.12,1,2,55.11,606.23
11101,11102,2023-07-12,East,Furniture,Sofa,177.59,5,887.95,7,2,88.8,976.75
11102,11103,2023-08-19,South,Food,Chicken,5.59,2,11.18,8,5,1.12,12.3
11103,11104,2023-12-01,North,Electronics,Laptop,794.52,3,2383.56,12,4,238.36,2621.92
11104,11105,2023-09-18,East,Electronics,Camera,1942.72,3,5828.16,9,0,582.82,6410.98
11105,11106,2023-09-28,West,Food,Eggs,159.73,5,798.65,9,3,79.87,878.52
11106,11107,2023-07-09,South,Furniture,Bed,1068.69,3,3206.07,7,6,320.61,3526.68
11107,11108,2023-03-27,North,Furniture,Sofa,1650.91,1,1650.91,3,0,165.09,1816.0
11108,11109,2023-12-31,East,Furniture,Desk,1917.54,1,1917.54,12,6,191.75,2109.29
11109,11110,2023-06-15,West,Furniture,Table,1310.57,5,6552.849999999999,6,3,655.28,7208.13
11110,11111,2023-02-14,South,Food,Chicken,1801.61,3,5404.83,2,1,540.48,5945.31
11111,11112,2023-03-02,West,Clothing,Shirt,940.17,2,1880.34,3,3,188.03,2068.37
11112,11113,2023-11-04,East,Clothing,Pants,508.08,2,1016.16,11,5,101.62,1117.78
11113,11114,2023-12-22,East,Furniture,Chair,162.29,5,811.4499999999999,12,4,81.14,892.59
11114,11115,2023-03-04,North,Furniture,Desk,697.82,3,2093.46,3,5,209.35,2302.81
11115,11116,2023-07-07,West,Furniture,Chair,1176.22,5,5881.1,7,4,588.11,6469.21
11116,11117,2023-09-23,North,Clothing,Jacket,1964.55,2,3929.1,9,5,392.91,4322.01
11117,11118,2023-10-29,South,Electronics,Camera,420.11,5,2100.55,10,6,210.06,2310.61
11118,11119,2023-04-25,North,Clothing,Pants,1102.28,2,2204.56,4,1,220.46,2425.02
11119,11120,2023-09-19,South,Food,Eggs,1086.19,3,3258.57,9,1,325.86,3584.43
11120,11121,2023-10-27,East,Clothing,Jacket,287.62,2,575.24,10,4,57.52,632.76
11121,11122,2023-11-30,East,Food,Rice,57.77,3,173.31,11,3,17.33,190.64
11122,11123,2023-05-04,West,Furniture,Chair,1924.08,1,1924.08,5,3,192.41,2116.49
11123,11124,2023-12-14,South,Food,Bread,1923.32,2,3846.64,12,3,384.66,4231.3
11124,11125,2023-12-04,East,Furniture,Table,748.11,5,3740.55,12,0,374.06,4114.61
11125,11126,2023-10-14,West,Electronics,Camera,410.75,2,821.5,10,5,82.15,903.65
11126,11127,2023-10-18,West,Furniture,Table,1610.48,2,3220.96,10,2,322.1,3543.06
11127,11128,2023-02-04,North,Furniture,Bed,311.95,2,623.9,2,5,62.39,686.29
11128,11129,2023-02-02,West,Electronics,Camera,1705.49,4,6821.96,2,3,682.2,7504.16
11129,11130,2023-08-11,East,Furniture,Bed,880.17,1,880.17,8,4,88.02,968.19
11130,11131,2023-08-05,North,Furniture,Table,215.79,1,215.79,8,5,21.58,237.37
11131,11132,2023-07-06,South,Furniture,Bed,1947.26,3,5841.78,7,3,584.18,6425.96
11132,11133,2023-02-16,South,Clothing,Shoes,101.73,3,305.19,2,3,30.52,335.71
11133,11134,2023-04-20,East,Food,Eggs,758.84,2,1517.68,4,3,151.77,1669.45
11134,11135,2023-09-13,East,Furniture,Sofa,1226.57,3,3679.71,9,2,367.97,4047.68
11135,11136,2023-03-12,North,Clothing,Pants,400.01,4,1600.04,3,6,160.0,1760.04
11136,11137,2023-04-17,North,Furniture,Table,1263.07,2,2526.14,4,0,252.61,2778.75
11137,11138,2023-05-10,East,Food,Bread,1029.5,2,2059.0,5,2,205.9,2264.9
