OrderID,OrderDate,Region,Category,Product,Price,Quantity,Sales
9421,2023-05-31,North,Furniture,Bed,1989.29,3,5967.87
9422,2023-07-23,East,Electronics,Camera,1560.65,2,3121.3
9423,2023-03-07,North,Clothing,Jacket,1443.11,3,4329.33
9424,2023-10-12,West,Food,Chicken,1314.2,1,1314.2
9425,2023-08-09,South,Electronics,Laptop,731.71,1,731.71
9426,2023-09-27,East,Electronics,Headphones,1102.95,3,3308.8500000000004
9427,2023-11-25,South,Food,Eggs,1734.15,2,3468.3
9428,2023-04-19,West,Food,Chicken,1458.97,2,2917.94
9429,2023-08-22,North,Electronics,TV,1863.06,5,9315.3
9430,2023-12-12,East,Electronics,Smartphone,1738.74,2,3477.48
9431,2023-10-12,South,Electronics,Laptop,1620.24,5,8101.2
9432,2023-05-13,South,Furniture,Desk,438.43,5,2192.15
9433,2023-08-02,South,Electronics,Headphones,1059.42,4,4237.68
9434,2023-07-06,North,Electronics,Smartphone,1413.42,2,2826.84
9435,2023-12-15,East,Food,Chicken,818.02,5,4090.1
9436,2023-03-18,North,Food,Milk,542.18,4,2168.72
9437,2023-05-26,North,Furniture,Sofa,1438.35,2,2876.7
9438,2023-03-12,North,Furniture,Table,711.74,1,711.74
9439,2023-07-08,West,Clothing,Jacket,693.54,4,2774.16
9440,2023-12-31,West,Electronics,Smartphone,1162.25,1,1162.25
9441,2023-10-31,West,Electronics,Headphones,546.63,2,1093.26
9442,2023-12-07,East,Food,Rice,1560.52,4,6242.08
9443,2023-08-08,North,Clothing,Shirt,1198.95,5,5994.75
9444,2023-10-27,North,Electronics,Camera,1397.82,2,2795.64
9445,2023-09-02,West,Clothing,Pants,1030.53,1,1030.53
9446,2023-05-11,North,Furniture,Sofa,312.44,4,1249.76
9447,2023-04-28,North,Electronics,Headphones,109.62,3,328.86
9448,2023-06-05,South,Electronics,Laptop,1058.77,3,3176.31
9449,2023-10-28,North,Furniture,Chair,1718.29,5,8591.45
9450,2023-12-08,South,Electronics,Headphones,267.38,4,1069.52
9451,2023-04-17,North,Furniture,Table,51.44,4,205.76
9452,2023-05-21,East,Furniture,Chair,301.9,5,1509.5
9453,2023-10-24,West,Clothing,Shoes,1927.02,3,5781.0599999999995
9454,2023-09-08,South,Food,Milk,1528.46,2,3056.92
9455,2023-08-25,West,Food,Chicken,1571.87,2,3143.74
9456,2023-12-23,South,Furniture,Chair,1839.01,4,7356.04
9457,2023-05-13,South,Clothing,Dress,898.86,2,1797.72
9458,2023-08-16,South,Furniture,Chair,1446.68,4,5786.72
9459,2023-08-20,East,Clothing,Shirt,431.46,3,1294.3799999999999
9460,2023-01-08,North,Clothing,Dress,1322.89,1,1322.89
9461,2023-10-27,South,Food,Milk,516.82,4,2067.28
9462,2023-12-27,East,Food,Chicken,1601.65,5,8008.25
9463,2023-12-03,South,Clothing,Pants,1724.09,5,8620.449999999999
9464,2023-05-12,North,Food,Milk,1269.6,1,1269.6
9465,2023-01-19,South,Clothing,Shoes,1384.23,1,1384.23
9466,2023-06-11,East,Electronics,Smartphone,903.3,5,4516.5
9467,2023-07-09,North,Furniture,Sofa,153.32,5,766.5999999999999
9468,2023-03-22,East,Food,Bread,1092.91,4,4371.64
9469,2023-12-11,North,Furniture,Sofa,1501.89,4,6007.56
9470,2023-05-13,North,Food,Chicken,305.31,2,610.62
9471,2023-04-26,West,Furniture,Desk,1774.87,5,8874.349999999999
9472,2023-12-03,West,Furniture,Desk,835.66,5,4178.3
9473,2023-05-19,West,Food,Chicken,573.22,4,2292.88
9474,2023-02-27,North,Food,Chicken,1449.09,4,5796.36
9475,2023-03-21,South,Food,Milk,17.39,5,86.95
9476,2023-08-18,East,Food,Bread,1607.12,3,4821.36
9477,2023-08-19,East,Clothing,Jacket,200.68,5,1003.4000000000001
9478,2023-09-04,East,Food,Chicken,78.33,1,78.33
9479,2023-03-23,West,Food,Rice,1993.12,5,9965.599999999999
9480,2023-08-26,North,Food,Bread,113.91,3,341.73
9481,2023-04-28,West,Electronics,Laptop,1258.63,4,5034.52
9482,2023-01-03,South,Furniture,Table,1836.88,3,5510.64
9483,2023-10-01,North,Food,Rice,1381.39,2,2762.78
9484,2023-04-26,East,Food,Bread,397.05,3,1191.15
9485,2023-04-20,West,Furniture,Desk,415.77,1,415.77
9486,2023-05-15,West,Furniture,Sofa,1080.12,5,5400.599999999999
9487,2023-07-22,South,Clothing,Dress,126.73,5,633.65
9488,2023-10-30,South,Furniture,Chair,1111.81,5,5559.049999999999
9489,2023-05-23,West,Furniture,Desk,899.14,4,3596.56
9490,2023-12-23,South,Electronics,Camera,783.38,5,3916.9
9491,2023-03-03,East,Clothing,Dress,939.85,5,4699.25
9492,2023-03-19,South,Electronics,Laptop,959.53,1,959.53
9493,2023-01-23,South,Furniture,Sofa,1053.95,5,5269.75
9494,2023-06-13,West,Food,Rice,1476.34,4,5905.36
9495,2023-05-25,West,Clothing,Jacket,1289.38,5,6446.900000000001
9496,2023-10-05,North,Furniture,Chair,499.04,5,2495.2000000000003
9497,2023-10-07,North,Furniture,Bed,1296.45,5,6482.25
9498,2023-06-04,West,Food,Rice,19.17,3,57.510000000000005
9499,2023-01-17,South,Food,Eggs,980.76,3,2942.2799999999997
9500,2023-05-31,South,Food,Rice,160.24,5,801.2
9501,2023-11-23,North,Clothing,Pants,1611.07,1,1611.07
9502,2023-05-08,North,Electronics,Smartphone,227.94,1,227.94
9503,2023-05-05,North,Clothing,Shirt,1812.05,3,5436.15
9504,2023-06-27,East,Food,Eggs,910.39,2,1820.78
9505,2023-11-15,East,Clothing,Jacket,358.09,3,1074.27
9506,2023-11-02,North,Food,Rice,1109.68,1,1109.68
9507,2023-04-01,South,Electronics,Smartphone,1297.06,3,3891.18
9508,2023-05-07,North,Clothing,Dress,1325.72,5,6628.6
9509,2023-09-01,East,Electronics,Camera,1650.69,5,8253.45
9510,2023-12-20,South,Electronics,Laptop,1192.43,3,3577.29
9511,2023-12-31,East,Food,Chicken,415.41,4,1661.64
9512,2023-04-20,South,Clothing,Shirt,883.5,1,883.5
9513,2023-02-25,East,Clothing,Shirt,1590.2,3,4770.6
9514,2023-11-08,South,Electronics,Laptop,874.65,4,3498.6
9515,2023-10-12,South,Food,Rice,195.52,3,586.5600000000001
9516,2023-02-12,South,Electronics,Camera,1691.67,2,3383.34
9517,2023-03-27,South,Electronics,Camera,1942.92,4,7771.68
9518,2023-05-28,West,Electronics,Camera,1707.51,2,3415.02
9519,2023-08-02,East,Electronics,Smartphone,17.04,3,51.12
9520,2023-09-25,East,Clothing,Jacket,1994.13,2,3988.26
9521,2023-12-31,West,Furniture,Table,909.63,1,909.63
9522,2023-08-15,South,Clothing,Jacket,684.57,1,684.57
9523,2023-08-06,South,Food,Rice,315.52,5,1577.6
9524,2023-09-27,East,Furniture,Table,1292.83,3,3878.49
9525,2023-08-24,West,Electronics,TV,689.18,4,2756.72
9526,2023-07-31,South,Clothing,Shoes,1780.78,2,3561.56
9527,2023-04-10,South,Furniture,Chair,905.97,5,4529.85
9528,2023-03-17,South,Electronics,TV,584.49,5,2922.45
9529,2023-09-12,North,Clothing,Pants,209.19,1,209.19
9530,2023-07-08,West,Furniture,Table,1161.65,3,3484.9500000000003
9531,2023-01-09,South,Clothing,Shoes,1352.48,1,1352.48
9532,2023-12-19,North,Furniture,Sofa,45.05,2,90.1
9533,2023-05-05,West,Food,Bread,1785.31,3,5355.93
9534,2023-08-04,South,Clothing,Pants,17.45,3,52.349999999999994
9535,2023-08-10,East,Clothing,Dress,1009.41,2,2018.82
9536,2023-07-16,North,Furniture,Desk,498.74,5,2493.7
9537,2023-03-20,North,Food,Eggs,1929.46,1,1929.46
9538,2023-09-04,South,Clothing,Shoes,933.93,5,4669.65
9539,2023-10-03,South,Food,Bread,1806.65,1,1806.65
9540,2023-11-10,North,Food,Eggs,1882.47,3,5647.41
9541,2023-12-01,East,Clothing,Jacket,784.81,4,3139.24
9542,2023-08-02,East,Electronics,Laptop,1294.13,4,5176.52
9543,2023-08-12,West,Furniture,Table,1032.76,1,1032.76
9544,2023-03-11,South,Clothing,Dress,617.99,5,3089.95
9545,2023-12-24,East,Food,Milk,1181.29,2,2362.58
9546,2023-05-19,West,Furniture,Bed,966.65,5,4833.25
9547,2023-05-11,East,Clothing,Shirt,900.8,3,2702.3999999999996
9548,2023-11-01,South,Furniture,Table,678.64,4,2714.56
9549,2023-03-08,West,Furniture,Sofa,16.79,1,16.79
9550,2023-06-06,West,Food,Eggs,1804.57,4,7218.28
9551,2023-01-11,West,Electronics,Headphones,524.23,3,1572.69
9552,2023-12-23,East,Electronics,Headphones,357.7,2,715.4
9553,2023-09-09,South,Furniture,Chair,32.64,1,32.64
9554,2023-12-31,West,Food,Milk,906.28,5,4531.4
9555,2023-07-02,North,Food,Eggs,1266.19,2,2532.38
9556,2023-04-17,South,Clothing,Shirt,515.64,1,515.64
9557,2023-02-19,North,Furniture,Chair,326.51,1,326.51
9558,2023-05-23,North,Clothing,Jacket,1025.72,4,4102.88
9559,2023-05-12,West,Food,Milk,1997.97,3,5993.91
9560,2023-10-15,West,Furniture,Desk,1551.52,5,7757.6
9561,2023-08-23,East,Electronics,Headphones,991.95,3,2975.8500000000004
9562,2023-11-14,East,Electronics,Smartphone,593.99,3,1781.97
9563,2023-12-20,East,Clothing,Dress,340.2,2,680.4
9564,2023-07-21,South,Furniture,Desk,885.99,2,1771.98
9565,2023-04-04,East,Food,Eggs,922.21,1,922.21
9566,2023-02-10,North,Clothing,Dress,293.0,5,1465.0
9567,2023-07-29,East,Electronics,Headphones,1954.55,2,3909.1
9568,2023-05-13,West,Food,Bread,690.31,3,2070.93
9569,2023-11-24,East,Furniture,Table,975.15,2,1950.3
9570,2023-08-20,South,Electronics,Headphones,341.79,1,341.79
9571,2023-08-26,South,Food,Rice,754.04,1,754.04
9572,2023-11-21,North,Electronics,Laptop,264.62,1,264.62
9573,2023-03-22,South,Furniture,Chair,1639.76,4,6559.04
9574,2023-02-08,East,Clothing,Dress,738.97,1,738.97
9575,2023-08-22,West,Food,Chicken,29.96,4,119.84
9576,2023-10-15,South,Food,Rice,1392.08,5,6960.4
9577,2023-12-08,North,Furniture,Table,714.02,5,3570.1
9578,2023-11-28,East,Electronics,Laptop,792.42,1,792.42
9579,2023-06-27,North,Electronics,TV,684.74,5,3423.7
9580,2023-03-29,South,Electronics,Laptop,729.4,1,729.4
9581,2023-11-01,South,Food,Rice,640.01,1,640.01
9582,2023-05-25,North,Food,Rice,1553.21,5,7766.05
9583,2023-10-03,East,Electronics,TV,1219.52,2,2439.04
9584,2023-10-28,South,Food,Eggs,429.69,5,2148.45
9585,2023-09-02,West,Clothing,Shirt,1489.63,4,5958.52
9586,2023-05-04,South,Furniture,Desk,555.03,4,2220.12
9587,2023-05-16,East,Furniture,Chair,401.15,5,2005.75
9588,2023-09-08,South,Food,Chicken,905.21,5,4526.05
9589,2023-02-13,North,Clothing,Dress,1494.2,4,5976.8
9590,2023-11-14,South,Clothing,Shirt,1036.27,5,5181.35
9591,2023-04-18,South,Electronics,Camera,854.2,4,3416.8
9592,2023-12-05,East,Furniture,Desk,1099.75,1,1099.75
9593,2023-03-24,North,Furniture,Table,1825.57,5,9127.85
9594,2023-10-05,East,Furniture,Chair,1499.65,1,1499.65
9595,2023-06-10,South,Food,Rice,1089.67,3,3269.01
9596,2023-09-19,West,Clothing,Jacket,1053.13,2,2106.26
9597,2023-04-07,South,Electronics,TV,179.97,5,899.85
9598,2023-11-02,East,Food,Milk,78.65,4,314.6
9599,2023-03-02,West,Electronics,Camera,1792.29,1,1792.29
9600,2023-02-19,East,Food,Bread,1812.63,2,3625.26
9601,2023-03-17,East,Furniture,Chair,1206.63,4,4826.52
9602,2023-06-14,North,Electronics,TV,1941.07,5,9705.35
9603,2023-08-16,West,Clothing,Shoes,1204.13,3,3612.3900000000003
9604,2023-07-14,South,Clothing,Dress,1658.19,4,6632.76
9605,2023-12-22,East,Food,Milk,204.95,1,204.95
9606,2023-08-19,South,Furniture,Table,1820.26,4,7281.04
9607,2023-03-02,North,Food,Rice,948.02,5,4740.1
9608,2023-12-14,North,Electronics,Camera,1862.38,4,7449.52
9609,2023-09-24,West,Clothing,Pants,1254.17,3,3762.51
9610,2023-12-02,North,Clothing,Pants,897.57,4,3590.28
9611,2023-03-08,North,Clothing,Shirt,146.2,3,438.59999999999997
9612,2023-02-27,South,Clothing,Pants,946.34,4,3785.36
9613,2023-11-01,North,Electronics,TV,102.95,4,411.8
9614,2023-12-21,North,Clothing,Pants,1578.01,3,4734.03
9615,2023-03-25,East,Food,Milk,188.14,3,564.42
9616,2023-07-15,North,Clothing,Jacket,566.84,5,2834.2000000000003
9617,2023-12-15,East,Electronics,TV,878.49,1,878.49
9618,2023-07-31,North,Furniture,Desk,1253.7,5,6268.5
9619,2023-01-29,North,Furniture,Table,1287.28,1,1287.28
9620,2023-05-22,West,Clothing,Jacket,183.53,5,917.65
9621,2023-10-01,West,Furniture,Chair,258.74,2,517.48
9622,2023-07-28,East,Electronics,Headphones,1982.53,2,3965.06
9623,2023-09-28,North,Clothing,Jacket,1682.05,5,8410.25
9624,2023-04-26,South,Electronics,Headphones,650.92,3,1952.7599999999998
9625,2023-03-30,West,Furniture,Table,1121.39,2,2242.78
9626,2023-09-26,South,Furniture,Chair,1379.78,5,6898.9
9627,2023-04-30,West,Clothing,Shirt,337.94,2,675.88
9628,2023-01-24,West,Furniture,Desk,273.84,2,547.68
9629,2023-07-09,North,Clothing,Dress,998.02,5,4990.1
9630,2023-02-16,West,Clothing,Pants,637.69,3,1913.0700000000002
9631,2023-01-25,South,Food,Eggs,957.49,5,4787.45
9632,2023-04-15,West,Food,Bread,337.81,5,1689.05
9633,2023-03-06,East,Food,Milk,201.23,3,603.6899999999999
9634,2023-01-29,North,Electronics,Smartphone,1935.77,5,9678.85
9635,2023-06-18,North,Furniture,Sofa,203.73,2,407.46
9636,2023-01-22,East,Furniture,Chair,1721.13,2,3442.26
9637,2023-03-17,East,Food,Bread,924.93,5,4624.65
9638,2023-05-09,East,Clothing,Shirt,896.24,1,896.24
9639,2023-01-16,West,Clothing,Dress,878.12,4,3512.48
9640,2023-08-19,North,Clothing,Shirt,96.01,1,96.01
9641,2023-05-11,East,Clothing,Shoes,116.66,1,116.66
9642,2023-12-23,West,Electronics,TV,243.99,5,1219.95
9643,2023-08-16,East,Furniture,Chair,1500.69,5,7503.450000000001
9644,2023-04-04,South,Food,Eggs,534.05,2,1068.1
9645,2023-09-10,South,Electronics,TV,1304.62,3,3913.8599999999997
9646,2023-09-09,North,Furniture,Bed,716.53,2,1433.06
9647,2023-01-03,West,Electronics,Laptop,1487.14,5,7435.700000000001
9648,2023-08-15,South,Clothing,Jacket,1741.03,2,3482.06
9649,2023-10-14,South,Electronics,Laptop,951.21,3,2853.63
9650,2023-02-04,West,Electronics,Headphones,103.37,3,310.11
9651,2023-04-28,East,Clothing,Dress,1394.87,2,2789.74
9652,2023-07-23,West,Clothing,Dress,844.7,3,2534.1000000000004
9653,2023-01-23,East,Food,Rice,1611.38,1,1611.38
9654,2023-03-22,South,Food,Rice,1834.11,4,7336.44
9655,2023-08-20,South,Furniture,Table,1823.01,2,3646.02
9656,2023-03-06,South,Food,Eggs,1703.2,4,6812.8
9657,2023-07-28,North,Food,Milk,222.21,2,444.42
9658,2023-08-23,North,Furniture,Chair,1535.51,4,6142.04
9659,2023-04-19,North,Electronics,Camera,1333.6,3,4000.7999999999997
9660,2023-11-11,West,Electronics,Laptop,573.23,1,573.23
9661,2023-09-12,South,Electronics,Headphones,451.94,4,1807.76
9662,2023-03-04,South,Clothing,Jacket,1818.05,5,9090.25
9663,2023-05-26,West,Furniture,Bed,1983.15,3,5949.450000000001
9664,2023-01-10,North,Electronics,TV,1569.57,4,6278.28
9665,2023-02-16,West,Food,Chicken,292.36,4,1169.44
9666,2023-05-03,North,Food,Chicken,1117.31,5,5586.549999999999
9667,2023-02-02,South,Food,Eggs,541.63,4,2166.52
9668,2023-01-06,East,Furniture,Chair,545.06,1,545.06
9669,2023-01-21,North,Furniture,Bed,268.94,1,268.94
9670,2023-10-30,South,Food,Eggs,352.54,3,1057.6200000000001
9671,2023-09-10,South,Clothing,Jacket,885.72,2,1771.44
9672,2023-01-21,East,Clothing,Shoes,220.14,3,660.42
9673,2023-04-21,South,Electronics,Laptop,302.43,4,1209.72
9674,2023-06-22,South,Electronics,Camera,251.35,3,754.05
9675,2023-04-07,North,Electronics,Smartphone,599.54,3,1798.62
9676,2023-03-17,North,Electronics,Camera,1921.7,5,9608.5
9677,2023-02-02,East,Electronics,Headphones,96.76,3,290.28000000000003
9678,2023-03-12,East,Furniture,Bed,499.69,1,499.69
9679,2023-02-27,South,Furniture,Sofa,1796.78,5,8983.9
9680,2023-03-13,North,Clothing,Shirt,185.4,2,370.8
9681,2023-10-30,East,Clothing,Shirt,1606.43,4,6425.72
9682,2023-10-20,East,Furniture,Bed,124.85,3,374.54999999999995
9683,2023-07-01,West,Clothing,Shirt,472.92,4,1891.68
9684,2023-10-18,East,Food,Milk,1749.24,2,3498.48
9685,2023-03-04,South,Clothing,Shirt,16.99,3,50.97
9686,2023-01-07,North,Food,Bread,939.05,4,3756.2
9687,2023-09-17,East,Food,Eggs,1465.64,5,7328.200000000001
9688,2023-10-17,West,Electronics,Headphones,687.71,1,687.71
9689,2023-10-22,North,Clothing,Shirt,368.37,5,1841.85
9690,2023-08-02,East,Food,Chicken,129.99,5,649.95
9691,2023-10-16,West,Clothing,Shirt,1756.55,2,3513.1
9692,2023-09-06,East,Clothing,Shirt,1533.06,4,6132.24
9693,2023-07-22,North,Furniture,Chair,1355.72,1,1355.72
9694,2023-01-09,North,Furniture,Sofa,1603.23,5,8016.15
9695,2023-04-16,North,Electronics,Laptop,1089.78,1,1089.78
9696,2023-05-23,South,Clothing,Dress,1728.3,4,6913.2
9697,2023-04-02,East,Furniture,Table,1011.47,2,2022.94
9698,2023-10-13,South,Food,Bread,788.03,4,3152.12
9699,2023-10-27,North,Food,Rice,1052.94,3,3158.82
9700,2023-10-06,West,Electronics,Headphones,1942.17,1,1942.17
9701,2023-11-20,East,Food,Eggs,1347.09,3,4041.2699999999995
9702,2023-07-30,South,Clothing,Shoes,347.79,1,347.79
9703,2023-02-26,East,Food,Eggs,871.76,5,4358.8
9704,2023-08-16,West,Electronics,Headphones,1437.4,5,7187.0
9705,2023-07-18,South,Electronics,Headphones,841.36,5,4206.8
9706,2023-09-09,North,Food,Milk,1346.91,1,1346.91
9707,2023-10-01,South,Clothing,Pants,82.99,1,82.99
9708,2023-04-17,East,Furniture,Table,804.08,5,4020.4
9709,2023-06-22,East,Clothing,Shoes,615.57,5,3077.8500000000004
9710,2023-02-18,East,Clothing,Jacket,1214.9,1,1214.9
9711,2023-01-15,East,Clothing,Pants,220.07,1,220.07
9712,2023-06-24,North,Food,Eggs,908.44,4,3633.76
9713,2023-08-29,South,Furniture,Sofa,1202.9,1,1202.9
9714,2023-05-02,North,Clothing,Shirt,185.61,1,185.61
9715,2023-05-13,North,Furniture,Desk,1046.88,3,3140.6400000000003
9716,2023-04-15,North,Electronics,Headphones,1491.27,3,4473.8099999999995
9717,2023-04-10,East,Furniture,Desk,1145.88,3,3437.6400000000003
9718,2023-05-15,East,Food,Chicken,90.21,4,360.84
9719,2023-11-26,East,Electronics,TV,1041.73,1,1041.73
9720,2023-07-12,South,Electronics,Camera,516.77,4,2067.08
9721,2023-12-20,West,Clothing,Shirt,1744.22,1,1744.22
9722,2023-03-28,East,Furniture,Desk,1195.83,2,2391.66
9723,2023-04-04,South,Electronics,Camera,299.32,1,299.32
9724,2023-12-05,East,Electronics,Laptop,1267.15,3,3801.4500000000003
9725,2023-02-26,East,Furniture,Chair,1178.43,4,4713.72
9726,2023-03-21,North,Furniture,Table,99.97,2,199.94
9727,2023-06-01,North,Electronics,Headphones,896.11,5,4480.55
9728,2023-10-19,North,Electronics,TV,1450.53,1,1450.53
9729,2023-01-16,South,Furniture,Desk,780.56,4,3122.24
9730,2023-12-05,West,Food,Rice,847.73,2,1695.46
9731,2023-11-10,West,Furniture,Sofa,103.22,2,206.44
9732,2023-01-03,South,Food,Bread,594.13,5,2970.65
9733,2023-10-14,East,Electronics,Laptop,1919.62,2,3839.24
9734,2023-09-16,South,Clothing,Dress,1652.63,3,4957.89
9735,2023-05-20,East,Furniture,Desk,159.61,4,638.44
9736,2023-06-15,South,Electronics,TV,608.23,5,3041.15
9737,2023-06-23,South,Electronics,TV,1138.08,3,3414.24
9738,2023-12-16,South,Clothing,Shoes,169.5,2,339.0
9739,2023-11-22,West,Furniture,Chair,1393.39,2,2786.78
9740,2023-11-29,North,Electronics,Smartphone,1408.65,3,4225.950000000001
9741,2023-11-05,South,Food,Milk,1133.53,2,2267.06
9742,2023-10-17,West,Clothing,Jacket,1406.19,5,7030.950000000001
9743,2023-05-13,North,Food,Chicken,110.28,1,110.28
9744,2023-12-08,North,Furniture,Desk,509.73,3,1529.19
9745,2023-10-16,South,Food,Eggs,686.17,1,686.17
9746,2023-01-27,East,Clothing,Jacket,1836.89,4,7347.56
9747,2023-01-18,East,Electronics,TV,1853.99,2,3707.98
9748,2023-06-24,East,Clothing,Pants,1790.35,5,8951.75
9749,2023-06-19,South,Electronics,TV,690.28,4,2761.12
9750,2023-12-11,East,Electronics,Headphones,1963.57,1,1963.57
9751,2023-10-13,West,Food,Milk,208.39,1,208.39
9752,2023-02-06,West,Clothing,Shoes,973.69,4,3894.76
9753,2023-10-25,West,Clothing,Pants,738.95,4,2955.8
9754,2023-09-29,West,Electronics,Headphones,1381.19,1,1381.19
9755,2023-01-27,North,Clothing,Shirt,1196.66,3,3589.9800000000005
9756,2023-07-17,West,Furniture,Chair,1483.97,3,4451.91
9757,2023-12-17,East,Furniture,Table,1797.32,4,7189.28
9758,2023-04-16,South,Food,Bread,1388.32,3,4164.96
9759,2023-03-19,East,Food,Rice,1418.39,4,5673.56
9760,2023-06-04,West,Clothing,Shoes,160.21,2,320.42
9761,2023-01-17,North,Food,Milk,230.85,1,230.85
9762,2023-08-23,West,Clothing,Shirt,744.34,1,744.34
9763,2023-05-03,South,Food,Milk,848.18,5,4240.9
9764,2023-09-19,East,Furniture,Desk,318.9,1,318.9
9765,2023-03-24,South,Electronics,Smartphone,275.03,1,275.03
9766,2023-05-18,South,Electronics,Smartphone,838.16,5,4190.8
9767,2023-04-30,South,Furniture,Sofa,860.27,4,3441.08
9768,2023-06-22,East,Electronics,TV,1624.31,4,6497.24
9769,2023-09-13,West,Clothing,Jacket,592.99,3,1778.97
9770,2023-10-14,South,Clothing,Jacket,1439.98,5,7199.9
9771,2023-09-10,East,Furniture,Bed,1535.31,2,3070.62
9772,2023-08-07,North,Furniture,Desk,811.2,2,1622.4
9773,2023-01-03,East,Furniture,Table,1321.47,1,1321.47
9774,2023-06-24,North,Furniture,Desk,916.12,5,4580.6
9775,2023-04-02,East,Electronics,Smartphone,795.78,5,3978.8999999999996
9776,2023-05-19,West,Electronics,TV,642.41,4,2569.64
9777,2023-07-22,South,Electronics,Headphones,1479.54,1,1479.54
9778,2023-08-31,West,Clothing,Pants,792.76,2,1585.52
9779,2023-01-31,East,Food,Milk,1008.24,2,2016.48
9780,2023-10-30,South,Clothing,Shirt,1229.62,1,1229.62
9781,2023-03-19,North,Food,Chicken,1434.18,5,7170.900000000001
9782,2023-06-20,East,Furniture,Bed,223.2,4,892.8
9783,2023-09-24,South,Furniture,Bed,1185.73,5,5928.65
9784,2023-12-30,North,Electronics,Camera,1029.31,1,1029.31
9785,2023-02-25,North,Electronics,TV,1598.71,1,1598.71
9786,2023-09-19,West,Food,Bread,598.17,3,1794.5099999999998
9787,2023-05-09,East,Food,Rice,1602.82,2,3205.64
9788,2023-11-28,North,Electronics,TV,1504.43,5,7522.150000000001
9789,2023-01-02,South,Furniture,Table,1675.24,5,8376.2
9790,2023-06-13,North,Electronics,Laptop,362.06,1,362.06
9791,2023-12-02,North,Furniture,Desk,1757.18,5,8785.9
9792,2023-12-28,West,Furniture,Chair,890.67,2,1781.34
9793,2023-07-12,West,Clothing,Jacket,993.39,1,993.39
9794,2023-05-05,South,Clothing,Dress,440.4,5,2202.0
9795,2023-10-16,West,Food,Rice,1708.4,5,8542.0
9796,2023-03-07,North,Furniture,Chair,435.31,5,2176.55
9797,2023-05-07,North,Electronics,Smartphone,1099.33,2,2198.66
9798,2023-04-16,West,Furniture,Table,423.67,2,847.34
9799,2023-11-25,North,Food,Milk,802.36,1,802.36
9800,2023-09-21,North,Furniture,Sofa,1730.1,4,6920.4
9801,2023-08-08,South,Furniture,Chair,58.91,5,294.54999999999995
9802,2023-05-19,West,Food,Eggs,1155.03,2,2310.06
9803,2023-09-14,North,Furniture,Sofa,1600.3,4,6401.2
9804,2023-07-17,West,Clothing,Pants,669.07,3,2007.21
9805,2023-06-19,South,Food,Milk,1305.84,5,6529.2
9806,2023-12-13,West,Clothing,Pants,540.89,1,540.89
9807,2023-02-03,North,Food,Bread,1790.28,5,8951.4
9808,2023-04-17,West,Furniture,Chair,532.32,4,2129.28
9809,2023-02-01,North,Clothing,Pants,1238.71,4,4954.84
9810,2023-11-13,North,Clothing,Jacket,320.76,1,320.76
9811,2023-08-09,North,Electronics,Laptop,327.28,4,1309.12
9812,2023-09-19,South,Clothing,Dress,1829.71,4,7318.84
9813,2023-12-26,West,Clothing,Jacket,129.19,3,387.57
9814,2023-04-07,South,Furniture,Sofa,346.1,1,346.1
9815,2023-08-26,West,Clothing,Shoes,1641.27,4,6565.08
9816,2023-10-18,South,Clothing,Shirt,646.39,3,1939.17
9817,2023-09-24,East,Clothing,Dress,1385.96,4,5543.84
9818,2023-12-31,North,Furniture,Chair,860.8,2,1721.6
9819,2023-02-14,North,Food,Eggs,844.77,3,2534.31
9820,2023-01-26,South,Furniture,Chair,614.6,2,1229.2
9821,2023-08-28,East,Clothing,Jacket,1374.23,3,4122.6900000000005
9822,2023-10-23,North,Food,Rice,293.49,2,586.98
9823,2023-06-11,West,Furniture,Sofa,838.2,2,1676.4
9824,2023-03-20,South,Furniture,Table,1320.7,4,5282.8
9825,2023-09-11,North,Food,Eggs,1874.57,3,5623.71
9826,2023-04-02,North,Electronics,Smartphone,268.57,1,268.57
9827,2023-04-05,South,Clothing,Dress,244.43,4,977.72
9828,2023-03-07,South,Electronics,Camera,1455.02,3,4365.0599999999995
9829,2023-05-30,West,Clothing,Jacket,259.14,2,518.28
9830,2023-11-11,West,Clothing,Pants,1370.57,4,5482.28
9831,2023-08-15,North,Electronics,TV,127.68,3,383.04
9832,2023-12-04,North,Electronics,Camera,592.5,2,1185.0
9833,2023-08-24,South,Clothing,Pants,1247.36,1,1247.36
9834,2023-06-09,North,Food,Chicken,1374.64,3,4123.92
9835,2023-10-18,North,Food,Chicken,1644.81,5,8224.05
9836,2023-04-21,South,Electronics,Camera,1698.43,5,8492.15
9837,2023-03-11,North,Electronics,Smartphone,108.56,3,325.68
9838,2023-12-16,North,Furniture,Sofa,67.82,1,67.82
9839,2023-08-30,East,Food,Rice,31.01,3,93.03
9840,2023-12-23,West,Food,Rice,1479.84,1,1479.84
9841,2023-01-08,South,Clothing,Shirt,1979.98,3,5939.9400000000005
9842,2023-11-05,East,Furniture,Sofa,1561.57,4,6246.28
9843,2023-12-07,West,Clothing,Jacket,232.7,4,930.8
9844,2023-10-14,West,Furniture,Bed,1489.46,4,5957.84
9845,2023-01-22,West,Food,Bread,1468.32,3,4404.96
9846,2023-05-22,East,Clothing,Jacket,1661.43,3,4984.29
9847,2023-07-20,East,Furniture,Sofa,385.71,1,385.71
9848,2023-02-02,West,Clothing,Shoes,1515.85,5,7579.25
