transaction_id,customer_id,product_id,sale_date,quantity,unit_price,total_amount,region,sales_rep
TXN_000862,CUST_0823,PROD_148,2023-05-03,10,458.36,4583.6,West,REP_13
TXN_000863,CUST_0537,PROD_049,2023-08-03,2,216.98,433.96,East,REP_08
TXN_000864,CUST_0551,PROD_162,2023-11-30,10,180.62,1806.2,East,REP_08
TXN_000865,CUST_0462,PROD_340,2023-07-06,8,297.0,2376.0,South,REP_32
TXN_000866,CUST_0160,PROD_489,2023-04-30,3,254.15,762.45,South,REP_31
TXN_000867,CUST_0214,PROD_199,2023-12-03,8,314.59,2516.72,South,REP_27
TXN_000868,CUST_1740,PROD_326,2023-02-02,2,46.08,92.16,East,REP_10
TXN_000869,CUST_1039,PROD_430,2023-06-11,4,287.73,1150.92,North,REP_02
TXN_000870,CUST_1462,PROD_089,2023-12-27,6,413.71,2482.26,West,REP_27
TXN_000871,CUST_1655,PROD_448,2023-09-04,1,124.19,124.19,North,REP_10
TXN_000872,CUST_1587,PROD_053,2023-03-10,9,33.96,305.64,North,REP_43
TXN_000873,CUST_1271,PROD_245,2023-07-06,2,161.57,323.14,South,REP_42
TXN_000874,CUST_1352,PROD_072,2023-05-20,2,77.82,155.64,East,REP_08
TXN_000875,CUST_1461,PROD_444,2023-08-21,4,134.58,538.32,North,REP_18
TXN_000876,CUST_1306,PROD_379,2023-10-31,3,75.96,227.88,East,REP_45
TXN_000877,CUST_0776,PROD_381,2023-08-31,7,460.45,3223.15,North,REP_41
TXN_000878,CUST_1044,PROD_444,2023-11-03,4,359.81,1439.24,North,REP_43
TXN_000879,CUST_0318,PROD_228,2023-12-08,5,304.6,1523.0,West,REP_05
TXN_000880,CUST_1432,PROD_412,2023-12-23,5,400.98,2004.9,East,REP_49
TXN_000881,CUST_1300,PROD_467,2023-09-18,3,288.56,865.68,East,REP_03
TXN_000882,CUST_1613,PROD_295,2023-05-21,10,230.08,2300.8,West,REP_38
TXN_000883,CUST_0246,PROD_234,2023-08-18,7,425.76,2980.32,East,REP_23
TXN_000884,CUST_1455,PROD_477,2023-10-15,7,104.93,734.51,West,REP_33
TXN_000885,CUST_1266,PROD_214,2023-12-15,5,187.35,936.75,North,REP_05
TXN_000886,CUST_0042,PROD_327,2023-01-12,3,484.49,1453.47,North,REP_25
TXN_000887,CUST_0340,PROD_231,2023-03-08,9,148.41,1335.69,West,REP_36
TXN_000888,CUST_1250,PROD_155,2023-04-23,3,164.87,494.61,North,REP_33
TXN_000889,CUST_0967,PROD_276,2023-01-17,6,267.1,1602.6,North,REP_14
TXN_000890,CUST_1525,PROD_001,2023-05-23,5,239.88,1199.4,North,REP_07
TXN_000891,CUST_0725,PROD_010,2023-09-07,1,179.31,179.31,North,REP_11
TXN_000892,CUST_1367,PROD_211,2023-01-31,3,46.36,139.08,West,REP_19
TXN_000893,CUST_1102,PROD_304,2023-12-04,7,471.79,3302.53,South,REP_43
TXN_000894,CUST_1729,PROD_012,2023-07-06,3,390.12,1170.36,South,REP_32
TXN_000895,CUST_1440,PROD_364,2023-03-21,6,260.17,1561.02,South,REP_25
TXN_000896,CUST_0118,PROD_038,2023-03-18,10,223.53,2235.3,South,REP_38
TXN_000897,CUST_0074,PROD_213,2023-04-05,6,432.61,2595.66,East,REP_16
TXN_000898,CUST_1686,PROD_202,2023-10-05,2,114.32,228.64,East,REP_04
TXN_000899,CUST_1974,PROD_069,2023-08-17,3,464.17,1392.51,North,REP_31
TXN_000900,CUST_1121,PROD_027,2023-02-14,2,235.46,470.92,South,REP_04
TXN_000901,CUST_0035,PROD_113,2023-05-27,9,50.38,453.42,South,REP_28
TXN_000902,CUST_1138,PROD_362,2023-08-04,8,200.1,1600.8,West,REP_10
TXN_000903,CUST_1032,PROD_297,2023-07-13,10,76.56,765.6,North,REP_02
TXN_000904,CUST_1309,PROD_330,2023-03-10,10,352.47,3524.7,East,REP_15
TXN_000905,CUST_1949,PROD_486,2023-06-22,8,232.73,1861.84,North,REP_39
TXN_000906,CUST_1102,PROD_174,2023-02-10,2,345.64,691.28,North,REP_20
TXN_000907,CUST_1970,PROD_180,2023-11-19,7,485.74,3400.18,East,REP_39
TXN_000908,CUST_1142,PROD_488,2023-12-03,5,178.57,892.85,West,REP_40
TXN_000909,CUST_1398,PROD_286,2023-01-03,9,118.05,1062.45,North,REP_04
TXN_000910,CUST_0298,PROD_445,2023-04-23,6,37.73,226.38,West,REP_39
TXN_000911,CUST_0926,PROD_220,2023-03-19,8,394.8,3158.4,West,REP_06
TXN_000912,CUST_0548,PROD_103,2023-01-25,2,432.41,864.82,East,REP_11
TXN_000913,CUST_0399,PROD_135,2023-05-30,7,480.49,3363.43,West,REP_39
TXN_000914,CUST_0511,PROD_153,2023-12-23,4,234.02,936.08,West,REP_05
TXN_000915,CUST_0335,PROD_197,2023-05-16,7,233.13,1631.91,East,REP_14
TXN_000916,CUST_0504,PROD_418,2023-11-24,10,487.75,4877.5,North,REP_03
TXN_000917,CUST_0392,PROD_179,2023-11-10,7,214.11,1498.77,West,REP_29
TXN_000918,CUST_0858,PROD_437,2023-08-03,3,483.23,1449.69,East,REP_12
TXN_000919,CUST_1830,PROD_473,2023-11-12,8,11.62,92.96,West,REP_22
TXN_000920,CUST_1422,PROD_076,2023-11-18,6,386.73,2320.38,North,REP_18
TXN_000921,CUST_0441,PROD_316,2023-05-25,2,313.26,626.52,North,REP_07
TXN_000922,CUST_1436,PROD_254,2023-01-14,1,426.48,426.48,East,REP_47
TXN_000923,CUST_0375,PROD_261,2023-10-12,1,475.84,475.84,North,REP_31
TXN_000924,CUST_0424,PROD_094,2023-05-26,7,12.1,84.7,West,REP_19
TXN_000925,CUST_0753,PROD_188,2023-10-20,6,10.15,60.9,East,REP_18
TXN_000926,CUST_0422,PROD_242,2023-10-09,1,329.48,329.48,North,REP_44
TXN_000927,CUST_0274,PROD_032,2023-04-15,5,251.97,1259.85,West,REP_42
TXN_000928,CUST_1184,PROD_182,2023-06-10,9,342.41,3081.69,North,REP_19
TXN_000929,CUST_0133,PROD_354,2023-08-01,7,422.61,2958.27,South,REP_10
TXN_000930,CUST_0156,PROD_478,2023-05-05,9,205.47,1849.23,East,REP_09
TXN_000931,CUST_0842,PROD_457,2023-04-10,3,284.76,854.28,North,REP_20
TXN_000932,CUST_1173,PROD_452,2023-01-24,4,150.81,603.24,North,REP_04
TXN_000933,CUST_1909,PROD_387,2023-06-01,3,279.11,837.33,South,REP_41
TXN_000934,CUST_0375,PROD_020,2023-08-12,8,186.88,1495.04,East,REP_23
TXN_000935,CUST_0017,PROD_304,2023-11-05,9,204.44,1839.96,East,REP_39
TXN_000936,CUST_1987,PROD_030,2023-06-21,4,240.97,963.88,West,REP_35
TXN_000937,CUST_1101,PROD_029,2023-03-31,3,485.8,1457.4,South,REP_39
TXN_000938,CUST_1473,PROD_279,2023-11-09,4,187.79,751.16,East,REP_20
TXN_000939,CUST_1902,PROD_172,2023-12-09,9,124.16,1117.44,East,REP_16
TXN_000940,CUST_0011,PROD_225,2023-06-17,9,290.45,2614.05,North,REP_21
TXN_000941,CUST_0837,PROD_291,2023-05-29,1,142.99,142.99,North,REP_11
TXN_000942,CUST_0676,PROD_129,2023-11-17,1,107.48,107.48,West,REP_32
TXN_000943,CUST_1472,PROD_255,2023-05-31,9,434.87,3913.83,North,REP_21
TXN_000944,CUST_0564,PROD_007,2023-07-27,9,261.75,2355.75,East,REP_14
TXN_000945,CUST_1207,PROD_170,2023-04-27,4,230.03,920.12,North,REP_48
TXN_000946,CUST_0958,PROD_456,2023-06-25,6,397.07,2382.42,South,REP_11
TXN_000947,CUST_1952,PROD_074,2023-05-04,7,91.57,640.99,North,REP_11
TXN_000948,CUST_0499,PROD_400,2023-02-04,6,413.07,2478.42,East,REP_04
TXN_000949,CUST_1256,PROD_417,2023-03-24,2,376.6,753.2,South,REP_37
TXN_000950,CUST_1430,PROD_191,2023-08-07,2,367.62,735.24,North,REP_21
TXN_000951,CUST_1964,PROD_373,2023-01-01,2,70.98,141.96,North,REP_02
TXN_000952,CUST_0732,PROD_091,2023-10-04,3,399.03,1197.09,South,REP_21
TXN_000953,CUST_1822,PROD_322,2023-01-11,2,221.9,443.8,West,REP_47
TXN_000954,CUST_1894,PROD_147,2023-08-06,8,396.51,3172.08,South,REP_49
TXN_000955,CUST_1933,PROD_435,2023-10-21,5,386.37,1931.85,North,REP_26
TXN_000956,CUST_0669,PROD_489,2023-02-12,3,421.89,1265.67,North,REP_16
TXN_000957,CUST_1694,PROD_295,2023-12-28,6,169.38,1016.28,West,REP_26
TXN_000958,CUST_0710,PROD_429,2023-04-20,6,161.61,969.66,East,REP_27
TXN_000959,CUST_1564,PROD_313,2023-12-18,6,495.16,2970.96,North,REP_46
TXN_000960,CUST_1889,PROD_478,2023-06-04,5,250.62,1253.1,North,REP_35
TXN_000961,CUST_0939,PROD_456,2023-05-31,6,489.29,2935.74,North,REP_23
TXN_000962,CUST_0355,PROD_049,2023-06-04,2,107.32,214.64,South,REP_30
TXN_000963,CUST_1162,PROD_496,2023-05-08,2,211.25,422.5,South,REP_28
TXN_000964,CUST_0950,PROD_100,2023-01-31,10,457.34,4573.4,South,REP_24
TXN_000965,CUST_0913,PROD_407,2023-04-08,2,313.12,626.24,East,REP_25
TXN_000966,CUST_1728,PROD_106,2023-07-19,7,374.72,2623.04,West,REP_15
TXN_000967,CUST_0508,PROD_340,2023-01-17,10,331.92,3319.2,South,REP_18
TXN_000968,CUST_1503,PROD_405,2023-11-07,5,386.6,1933.0,West,REP_27
TXN_000969,CUST_0009,PROD_423,2023-05-06,7,445.46,3118.22,West,REP_13
TXN_000970,CUST_0650,PROD_052,2023-04-28,10,151.44,1514.4,East,REP_04
TXN_000971,CUST_1219,PROD_293,2023-04-26,6,456.73,2740.38,West,REP_38
TXN_000972,CUST_1378,PROD_038,2023-12-16,10,383.79,3837.9,East,REP_10
TXN_000973,CUST_0327,PROD_067,2023-09-06,2,310.27,620.54,North,REP_45
TXN_000974,CUST_1157,PROD_278,2023-07-18,6,214.78,1288.68,West,REP_21
TXN_000975,CUST_0941,PROD_148,2023-08-06,4,155.21,620.84,West,REP_17
TXN_000976,CUST_0959,PROD_309,2023-04-14,10,309.3,3093.0,West,REP_41
TXN_000977,CUST_1617,PROD_236,2023-01-15,5,139.34,696.7,East,REP_15
TXN_000978,CUST_0054,PROD_273,2023-09-28,5,55.47,277.35,West,REP_44
TXN_000979,CUST_0098,PROD_219,2023-03-19,4,172.4,689.6,North,REP_17
TXN_000980,CUST_1127,PROD_156,2023-08-17,1,472.25,472.25,South,REP_35
TXN_000981,CUST_0594,PROD_164,2023-07-17,3,474.26,1422.78,North,REP_18
TXN_000982,CUST_0019,PROD_411,2023-07-24,1,67.83,67.83,West,REP_11
TXN_000983,CUST_0518,PROD_085,2023-09-11,3,41.51,124.53,East,REP_03
TXN_000984,CUST_0285,PROD_231,2023-09-27,10,218.74,2187.4,North,REP_01
TXN_000985,CUST_1526,PROD_228,2023-12-03,6,466.95,2801.7,North,REP_24
TXN_000986,CUST_0360,PROD_432,2023-11-10,7,202.03,1414.21,North,REP_04
TXN_000987,CUST_0930,PROD_456,2023-09-22,4,283.98,1135.92,North,REP_30
TXN_000988,CUST_1538,PROD_342,2023-02-25,2,138.79,277.58,South,REP_40
TXN_000989,CUST_1682,PROD_097,2023-11-17,1,307.74,307.74,West,REP_28
TXN_000990,CUST_0493,PROD_120,2023-03-17,7,210.34,1472.38,South,REP_29
TXN_000991,CUST_0015,PROD_119,2023-12-08,9,333.58,3002.22,East,REP_33
TXN_000992,CUST_1505,PROD_406,2023-01-31,4,185.2,740.8,South,REP_47
TXN_000993,CUST_1471,PROD_085,2023-07-16,9,342.63,3083.67,North,REP_12
TXN_000994,CUST_1306,PROD_303,2023-10-17,3,121.6,364.8,East,REP_12
TXN_000995,CUST_0844,PROD_048,2023-05-27,2,163.7,327.4,North,REP_46
TXN_000996,CUST_1838,PROD_495,2023-01-15,6,194.27,1165.62,West,REP_14
TXN_000997,CUST_0747,PROD_427,2023-03-27,4,104.82,419.28,South,REP_17
TXN_000998,CUST_0331,PROD_384,2023-08-29,6,221.69,1330.14,East,REP_09
TXN_000999,CUST_1862,PROD_488,2023-11-03,8,339.81,2718.48,South,REP_09
TXN_001000,CUST_1889,PROD_495,2023-01-01,4,83.3,333.2,North,REP_03
TXN_001001,CUST_1092,PROD_086,2023-03-01,4,342.81,1371.24,East,REP_10
TXN_001002,CUST_1509,PROD_284,2023-04-28,1,264.81,264.81,North,REP_20
TXN_001003,CUST_0555,PROD_277,2023-10-30,3,368.02,1104.06,North,REP_48
TXN_001004,CUST_0825,PROD_332,2023-04-08,9,405.19,3646.71,East,REP_19
TXN_001005,CUST_1461,PROD_400,2023-08-07,1,330.55,330.55,West,REP_07
TXN_001006,CUST_1559,PROD_477,2023-05-04,4,239.16,956.64,South,REP_14
TXN_001007,CUST_1887,PROD_479,2023-02-24,3,39.68,119.04,East,REP_02
TXN_001008,CUST_1426,PROD_263,2023-05-24,7,393.86,2757.02,South,REP_13
TXN_001009,CUST_0151,PROD_187,2023-04-11,5,115.21,576.05,East,REP_01
TXN_001010,CUST_1073,PROD_289,2023-04-25,9,275.08,2475.72,South,REP_24
TXN_001011,CUST_1834,PROD_265,2023-01-13,7,349.14,2443.98,West,REP_08
TXN_001012,CUST_1983,PROD_149,2023-08-26,6,147.57,885.42,West,REP_01
TXN_001013,CUST_1107,PROD_021,2023-01-16,2,480.54,961.08,East,REP_15
TXN_001014,CUST_1533,PROD_441,2023-03-08,3,426.25,1278.75,East,REP_41
TXN_001015,CUST_1938,PROD_297,2023-08-17,4,172.29,689.16,West,REP_10
TXN_001016,CUST_1828,PROD_416,2023-07-20,6,185.05,1110.3,North,REP_21
TXN_001017,CUST_1180,PROD_336,2023-01-17,4,166.84,667.36,West,REP_32
TXN_001018,CUST_0791,PROD_320,2023-03-25,3,13.8,41.4,South,REP_41
TXN_001019,CUST_0687,PROD_102,2023-02-28,6,117.74,706.44,South,REP_29
TXN_001020,CUST_0658,PROD_334,2023-10-23,3,461.67,1385.01,North,REP_38
TXN_001021,CUST_1725,PROD_380,2023-02-19,10,371.17,3711.7,North,REP_32
TXN_001022,CUST_0087,PROD_316,2023-11-16,2,471.92,943.84,North,REP_22
TXN_001023,CUST_1438,PROD_112,2023-01-30,3,453.97,1361.91,South,REP_34
TXN_001024,CUST_0088,PROD_405,2023-03-21,10,25.93,259.3,South,REP_40
TXN_001025,CUST_1930,PROD_062,2023-03-03,6,24.61,147.66,East,REP_18
TXN_001026,CUST_1482,PROD_082,2023-10-06,5,153.21,766.05,North,REP_38
TXN_001027,CUST_0335,PROD_323,2023-10-05,2,379.18,758.36,West,REP_10
TXN_001028,CUST_1715,PROD_392,2023-01-22,8,103.33,826.64,West,REP_16
TXN_001029,CUST_1407,PROD_360,2023-10-25,1,205.89,205.89,East,REP_47
TXN_001030,CUST_1859,PROD_237,2023-10-03,4,183.92,735.68,North,REP_30
TXN_001031,CUST_1036,PROD_264,2023-10-23,7,136.34,954.38,East,REP_50
TXN_001032,CUST_0978,PROD_339,2023-05-13,9,276.1,2484.9,North,REP_06
TXN_001033,CUST_0524,PROD_025,2023-04-09,3,193.21,579.63,West,REP_48
TXN_001034,CUST_0428,PROD_115,2023-01-15,9,32.93,296.37,North,REP_15
TXN_001035,CUST_1732,PROD_403,2023-03-24,4,179.95,719.8,South,REP_20
TXN_001036,CUST_0961,PROD_343,2023-05-28,3,117.69,353.07,North,REP_38
TXN_001037,CUST_0735,PROD_447,2023-06-04,2,98.28,196.56,East,REP_49
TXN_001038,CUST_1898,PROD_210,2023-02-23,7,268.92,1882.44,East,REP_45
TXN_001039,CUST_0830,PROD_269,2023-05-07,1,320.1,320.1,West,REP_35
TXN_001040,CUST_1448,PROD_279,2023-09-28,4,262.53,1050.12,East,REP_01
TXN_001041,CUST_1736,PROD_388,2023-08-22,10,175.7,1757.0,West,REP_48
TXN_001042,CUST_0241,PROD_308,2023-11-04,1,158.41,158.41,South,REP_08
TXN_001043,CUST_1491,PROD_178,2023-10-13,9,41.68,375.12,South,REP_41
TXN_001044,CUST_0546,PROD_200,2023-11-11,1,343.18,343.18,West,REP_16
TXN_001045,CUST_1789,PROD_232,2023-10-15,1,376.34,376.34,West,REP_01
TXN_001046,CUST_0714,PROD_292,2023-05-19,3,50.43,151.29,North,REP_32
TXN_001047,CUST_0299,PROD_364,2023-02-28,9,11.76,105.84,South,REP_42
TXN_001048,CUST_0334,PROD_162,2023-05-02,9,309.45,2785.05,North,REP_14
TXN_001049,CUST_1239,PROD_409,2023-09-09,4,270.85,1083.4,North,REP_24
TXN_001050,CUST_1874,PROD_296,2023-12-10,3,290.72,872.16,West,REP_02
TXN_001051,CUST_0245,PROD_493,2023-05-22,4,18.42,73.68,East,REP_49
TXN_001052,CUST_1765,PROD_457,2023-05-29,1,331.6,331.6,South,REP_41
TXN_001053,CUST_0435,PROD_275,2023-12-17,6,234.35,1406.1,South,REP_37
TXN_001054,CUST_1332,PROD_188,2023-12-12,3,274.97,824.91,South,REP_42
TXN_001055,CUST_1283,PROD_112,2023-10-08,3,275.25,825.75,East,REP_05
TXN_001056,CUST_1942,PROD_176,2023-05-27,9,230.75,2076.75,East,REP_21
TXN_001057,CUST_0276,PROD_289,2023-06-01,3,290.73,872.19,East,REP_43
TXN_001058,CUST_1315,PROD_074,2023-09-28,3,366.52,1099.56,South,REP_49
TXN_001059,CUST_1805,PROD_495,2023-10-19,4,29.56,118.24,North,REP_39
TXN_001060,CUST_1574,PROD_354,2023-05-09,10,139.63,1396.3,West,REP_22
TXN_001061,CUST_1752,PROD_156,2023-08-27,1,190.79,190.79,North,REP_05
TXN_001062,CUST_0880,PROD_405,2023-11-23,2,435.79,871.58,West,REP_22
TXN_001063,CUST_1939,PROD_289,2023-11-20,1,229.26,229.26,North,REP_29
TXN_001064,CUST_0379,PROD_482,2023-03-05,3,462.79,1388.37,West,REP_17
TXN_001065,CUST_1876,PROD_360,2023-09-23,7,260.51,1823.57,West,REP_11
TXN_001066,CUST_1703,PROD_186,2023-06-15,10,385.07,3850.7,West,REP_07
TXN_001067,CUST_0336,PROD_141,2023-08-26,8,397.53,3180.24,North,REP_14
TXN_001068,CUST_1894,PROD_399,2023-02-26,3,394.71,1184.13,North,REP_15
TXN_001069,CUST_0261,PROD_262,2023-05-12,8,217.85,1742.8,East,REP_15
TXN_001070,CUST_1979,PROD_134,2023-04-07,9,78.67,708.03,South,REP_25
TXN_001071,CUST_1458,PROD_463,2023-05-03,5,118.7,593.5,West,REP_50
TXN_001072,CUST_1504,PROD_212,2023-05-13,5,447.07,2235.35,East,REP_16
TXN_001073,CUST_0360,PROD_353,2023-10-24,9,417.77,3759.93,North,REP_33
TXN_001074,CUST_0708,PROD_210,2023-08-30,2,385.46,770.92,South,REP_02
TXN_001075,CUST_0129,PROD_269,2023-05-12,7,413.65,2895.55,East,REP_43
TXN_001076,CUST_1131,PROD_155,2023-09-07,10,155.12,1551.2,East,REP_47
TXN_001077,CUST_0290,PROD_338,2023-03-23,4,53.74,214.96,South,REP_31
TXN_001078,CUST_1931,PROD_024,2023-04-03,8,14.35,114.8,North,REP_45
TXN_001079,CUST_1688,PROD_440,2023-02-06,9,392.13,3529.17,North,REP_32
TXN_001080,CUST_0634,PROD_160,2023-11-09,3,85.78,257.34,South,REP_38
TXN_001081,CUST_1893,PROD_045,2023-03-25,1,118.37,118.37,South,REP_29
TXN_001082,CUST_0637,PROD_083,2023-08-16,8,299.13,2393.04,East,REP_48
TXN_001083,CUST_0061,PROD_235,2023-07-09,9,352.31,3170.79,North,REP_10
TXN_001084,CUST_1549,PROD_234,2023-03-02,9,354.48,3190.32,South,REP_07
TXN_001085,CUST_1355,PROD_351,2023-06-23,9,315.57,2840.13,West,REP_43
TXN_001086,CUST_0301,PROD_102,2023-04-09,6,412.46,2474.76,North,REP_21
TXN_001087,CUST_1324,PROD_311,2023-09-13,1,109.12,109.12,North,REP_45
TXN_001088,CUST_0987,PROD_226,2023-12-07,3,283.6,850.8,North,REP_25
TXN_001089,CUST_0408,PROD_367,2023-11-25,4,271.55,1086.2,North,REP_13
TXN_001090,CUST_0213,PROD_302,2023-05-24,7,24.26,169.82,East,REP_28
TXN_001091,CUST_1506,PROD_056,2023-02-07,2,458.69,917.38,North,REP_41
TXN_001092,CUST_0778,PROD_086,2023-03-14,4,166.66,666.64,West,REP_12
TXN_001093,CUST_1216,PROD_418,2023-12-30,3,393.04,1179.12,South,REP_39
TXN_001094,CUST_0988,PROD_251,2023-09-29,1,91.76,91.76,West,REP_42
TXN_001095,CUST_0176,PROD_233,2023-04-24,5,22.67,113.35,South,REP_04
TXN_001096,CUST_0378,PROD_362,2023-06-13,7,392.51,2747.57,East,REP_12
TXN_001097,CUST_1787,PROD_462,2023-03-12,2,43.72,87.44,North,REP_03
TXN_001098,CUST_1294,PROD_431,2023-05-13,7,62.36,436.52,West,REP_09
TXN_001099,CUST_1779,PROD_208,2023-12-16,5,478.77,2393.85,North,REP_25
TXN_001100,CUST_1715,PROD_444,2023-08-22,1,153.0,153.0,West,REP_31
TXN_001101,CUST_0363,PROD_140,2023-02-25,1,29.74,29.74,West,REP_19
TXN_001102,CUST_1801,PROD_391,2023-05-29,2,339.67,679.34,South,REP_10
TXN_001103,CUST_1490,PROD_330,2023-06-30,7,147.43,1032.01,West,REP_02
TXN_001104,CUST_0807,PROD_323,2023-10-11,2,381.91,763.82,South,REP_01
TXN_001105,CUST_0061,PROD_485,2023-03-29,2,64.19,128.38,North,REP_24
TXN_001106,CUST_1795,PROD_379,2023-08-25,4,209.95,839.8,West,REP_43
TXN_001107,CUST_0602,PROD_069,2023-01-10,8,467.14,3737.12,East,REP_47
TXN_001108,CUST_0967,PROD_058,2023-01-01,4,356.92,1427.68,North,REP_41
TXN_001109,CUST_1217,PROD_490,2023-09-01,6,276.4,1658.4,South,REP_27
TXN_001110,CUST_0187,PROD_353,2023-03-14,10,266.69,2666.9,East,REP_25
TXN_001111,CUST_1027,PROD_255,2023-11-19,9,468.27,4214.43,East,REP_35
TXN_001112,CUST_0830,PROD_059,2023-09-08,9,67.2,604.8,East,REP_19
TXN_001113,CUST_1044,PROD_159,2023-12-26,9,452.01,4068.09,North,REP_09
TXN_001114,CUST_1912,PROD_046,2023-11-16,8,61.06,488.48,North,REP_29
TXN_001115,CUST_0818,PROD_142,2023-05-11,1,124.26,124.26,North,REP_17
TXN_001116,CUST_0065,PROD_218,2023-09-01,7,277.59,1943.13,West,REP_08
TXN_001117,CUST_1468,PROD_041,2023-10-07,8,82.57,660.56,South,REP_48
TXN_001118,CUST_0114,PROD_274,2023-07-31,6,339.6,2037.6,East,REP_14
TXN_001119,CUST_0494,PROD_185,2023-09-04,2,76.52,153.04,North,REP_14
TXN_001120,CUST_0728,PROD_489,2023-10-14,10,465.71,4657.1,South,REP_41
TXN_001121,CUST_1019,PROD_370,2023-06-13,10,260.89,2608.9,South,REP_32
TXN_001122,CUST_0602,PROD_196,2023-06-13,10,200.29,2002.9,East,REP_11
TXN_001123,CUST_0992,PROD_014,2023-06-26,3,58.16,174.48,West,REP_42
TXN_001124,CUST_1986,PROD_421,2023-09-20,5,472.4,2362.0,South,REP_21
TXN_001125,CUST_1497,PROD_057,2023-12-09,10,40.82,408.2,North,REP_27
TXN_001126,CUST_0398,PROD_007,2023-08-30,3,98.89,296.67,South,REP_40
TXN_001127,CUST_1850,PROD_203,2023-12-19,2,30.98,61.96,North,REP_44
TXN_001128,CUST_1937,PROD_364,2023-03-12,2,122.73,245.46,South,REP_49
TXN_001129,CUST_0888,PROD_469,2023-06-06,9,79.49,715.41,South,REP_48
TXN_001130,CUST_1049,PROD_141,2023-06-17,7,423.32,2963.24,West,REP_29
TXN_001131,CUST_0241,PROD_347,2023-12-06,6,98.16,588.96,West,REP_14
TXN_001132,CUST_0446,PROD_044,2023-05-01,5,262.19,1310.95,North,REP_43
TXN_001133,CUST_0365,PROD_426,2023-05-12,1,294.91,294.91,West,REP_36
TXN_001134,CUST_0285,PROD_063,2023-02-09,2,145.55,291.1,South,REP_42
TXN_001135,CUST_1780,PROD_208,2023-04-15,5,175.57,877.85,South,REP_45
TXN_001136,CUST_0992,PROD_403,2023-09-02,7,234.08,1638.56,North,REP_15
TXN_001137,CUST_1968,PROD_118,2023-06-15,10,424.29,4242.9,West,REP_23
TXN_001138,CUST_0860,PROD_049,2023-06-17,9,369.63,3326.67,South,REP_42
TXN_001139,CUST_0262,PROD_324,2023-03-17,2,73.06,146.12,East,REP_50
TXN_001140,CUST_0006,PROD_205,2023-09-20,1,461.26,461.26,South,REP_24
TXN_001141,CUST_1358,PROD_475,2023-06-25,2,122.47,244.94,West,REP_12
TXN_001142,CUST_0171,PROD_254,2023-10-24,3,313.13,939.39,South,REP_02
TXN_001143,CUST_1159,PROD_138,2023-01-22,3,151.66,454.98,West,REP_40
TXN_001144,CUST_0623,PROD_047,2023-06-01,7,355.28,2486.96,South,REP_50
TXN_001145,CUST_1224,PROD_034,2023-01-13,3,48.31,144.93,East,REP_01
TXN_001146,CUST_1312,PROD_069,2023-02-12,4,70.84,283.36,North,REP_27
TXN_001147,CUST_1918,PROD_045,2023-07-22,8,145.2,1161.6,South,REP_48
TXN_001148,CUST_1130,PROD_409,2023-06-03,3,470.37,1411.11,North,REP_38
TXN_001149,CUST_1281,PROD_188,2023-05-26,9,257.58,2318.22,East,REP_45
TXN_001150,CUST_0052,PROD_404,2023-05-10,6,284.81,1708.86,North,REP_43
TXN_001151,CUST_1993,PROD_381,2023-05-29,7,487.25,3410.75,North,REP_45
TXN_001152,CUST_0991,PROD_443,2023-05-29,10,167.01,1670.1,West,REP_19
TXN_001153,CUST_0777,PROD_455,2023-05-28,6,472.9,2837.4,West,REP_11
TXN_001154,CUST_0259,PROD_322,2023-08-15,2,360.97,721.94,West,REP_10
TXN_001155,CUST_0629,PROD_335,2023-02-19,6,306.83,1840.98,North,REP_32
TXN_001156,CUST_1913,PROD_220,2023-04-24,10,276.9,2769.0,South,REP_41
TXN_001157,CUST_0002,PROD_311,2023-01-09,10,282.62,2826.2,South,REP_43
TXN_001158,CUST_0021,PROD_070,2023-07-11,10,164.42,1644.2,West,REP_49
TXN_001159,CUST_1546,PROD_131,2023-12-26,2,117.82,235.64,South,REP_37
TXN_001160,CUST_0236,PROD_398,2023-12-20,2,127.99,255.98,West,REP_22
TXN_001161,CUST_0602,PROD_110,2023-10-24,4,337.88,1351.52,West,REP_13
TXN_001162,CUST_1454,PROD_457,2023-02-26,1,222.76,222.76,East,REP_24
TXN_001163,CUST_0639,PROD_265,2023-09-13,2,466.85,933.7,West,REP_17
TXN_001164,CUST_1311,PROD_400,2023-04-17,1,165.2,165.2,East,REP_11
TXN_001165,CUST_1862,PROD_057,2023-05-07,6,16.61,99.66,East,REP_18
TXN_001166,CUST_1183,PROD_052,2023-10-25,1,441.34,441.34,North,REP_36
TXN_001167,CUST_1575,PROD_389,2023-11-28,6,51.76,310.56,West,REP_39
TXN_001168,CUST_1223,PROD_398,2023-07-08,6,34.36,206.16,North,REP_08
TXN_001169,CUST_0342,PROD_317,2023-08-31,8,277.87,2222.96,West,REP_05
TXN_001170,CUST_0010,PROD_044,2023-08-12,6,193.62,1161.72,North,REP_41
TXN_001171,CUST_0771,PROD_389,2023-02-09,5,448.37,2241.85,East,REP_07
TXN_001172,CUST_1549,PROD_278,2023-04-20,10,68.3,683.0,West,REP_27
TXN_001173,CUST_0637,PROD_382,2023-04-06,2,161.48,322.96,East,REP_31
TXN_001174,CUST_1483,PROD_237,2023-09-03,6,32.2,193.2,South,REP_14
